STATION,STATION_NAME,DATE,HPCP,Measurement Flag,Quality Flag
COOP:055881,NEDERLAND 5 NNW CO US,20000331 14:00,999.99,[, 
COOP:055881,NEDERLAND 5 NNW CO US,20000401 00:00,999.99,], 
COOP:055881,NEDERLAND 5 NNW CO US,20000401 01:00,0.0,g, 
COOP:055881,NEDERLAND 5 NNW CO US,20000402 13:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000402 15:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000402 17:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000402 18:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000402 20:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000402 22:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000404 14:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000411 00:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000415 14:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000415 16:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000415 17:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000415 19:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000415 23:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000417 11:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000419 19:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000422 16:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000422 17:00,0.2, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000422 18:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000422 23:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000423 09:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000425 11:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000430 00:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000430 06:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000430 11:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000501 01:00,0.0,g, 
COOP:055881,NEDERLAND 5 NNW CO US,20000502 12:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000503 11:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000504 10:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000508 13:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000508 15:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000508 16:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000508 19:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000508 20:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000509 02:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000509 11:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000511 20:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000512 09:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000517 12:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000517 15:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000517 18:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000518 02:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000518 07:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000518 13:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000524 15:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000524 22:00,0.2, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000525 22:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000526 16:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000526 22:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000530 08:00,999.99,[, 
COOP:055881,NEDERLAND 5 NNW CO US,20000601 00:00,999.99,], 
COOP:055881,NEDERLAND 5 NNW CO US,20000601 01:00,0.0,g, 
COOP:055881,NEDERLAND 5 NNW CO US,20000613 09:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000617 00:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000617 05:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000617 07:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000618 07:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000619 15:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000619 18:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000619 20:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000619 21:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000620 00:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000620 01:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000620 03:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000625 21:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000625 22:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000626 10:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000626 13:00,0.2, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000626 14:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000627 16:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000630 10:00,999.99,[, 
COOP:055881,NEDERLAND 5 NNW CO US,20000701 00:00,999.99,], 
COOP:055881,NEDERLAND 5 NNW CO US,20000701 01:00,0.0,g, 
COOP:055881,NEDERLAND 5 NNW CO US,20000702 19:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000709 21:00,0.2, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000710 11:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000713 11:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000716 20:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000716 21:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000716 23:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000717 01:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000717 22:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000718 03:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000726 20:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000731 13:00,999.99,[, 
COOP:055881,NEDERLAND 5 NNW CO US,20000801 00:00,999.99,], 
COOP:055881,NEDERLAND 5 NNW CO US,20000801 01:00,999.99,[, 
COOP:055881,NEDERLAND 5 NNW CO US,20000801 11:00,999.99,], 
COOP:055881,NEDERLAND 5 NNW CO US,20000801 12:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000802 14:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000811 15:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000814 09:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000816 15:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000816 17:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000817 15:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000817 16:00,0.2, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000817 22:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000818 08:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000822 12:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000825 23:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000828 15:00,0.2, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000828 17:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000828 21:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000828 23:00,0.2, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000829 08:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000829 16:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000829 17:00,0.2, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000829 18:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000831 10:00,999.99,[, 
COOP:055881,NEDERLAND 5 NNW CO US,20000901 00:00,999.99,], 
COOP:055881,NEDERLAND 5 NNW CO US,20000901 01:00,0.0,g, 
COOP:055881,NEDERLAND 5 NNW CO US,20000908 14:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000919 23:00,0.2, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000920 00:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000920 02:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000920 03:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000920 05:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000921 12:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000921 14:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000921 16:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000921 18:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000921 19:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000921 20:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000921 22:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000922 01:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000923 15:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000923 19:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000923 21:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000923 23:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000924 00:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000924 05:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20000925 13:00,0.1, ,Z
COOP:055881,NEDERLAND 5 NNW CO US,20001001 01:00,0.0,g, 
COOP:055881,NEDERLAND 5 NNW CO US,20001005 12:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20001022 13:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20001022 17:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20001023 13:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20001031 11:00,999.99,[, 
COOP:055881,NEDERLAND 5 NNW CO US,20001101 00:00,999.99,], 
COOP:055881,NEDERLAND 5 NNW CO US,20001101 01:00,999.99,[, 
COOP:055881,NEDERLAND 5 NNW CO US,20001101 07:00,999.99,], 
COOP:055881,NEDERLAND 5 NNW CO US,20001101 12:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20001102 22:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20001105 06:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20001105 13:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20001111 03:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20001112 12:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20001117 18:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20001118 08:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20001127 11:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20001127 18:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20001127 21:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20001128 01:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20001128 12:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20001130 13:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20001201 01:00,0.0,g, 
COOP:055881,NEDERLAND 5 NNW CO US,20001201 09:00,999.99,[, 
COOP:055881,NEDERLAND 5 NNW CO US,20010101 00:00,999.99,], 
COOP:055881,NEDERLAND 5 NNW CO US,20010101 01:00,0.0,g, 
COOP:055881,NEDERLAND 5 NNW CO US,20010112 11:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010116 06:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010127 19:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010131 12:00,999.99,[, 
COOP:055881,NEDERLAND 5 NNW CO US,20010201 00:00,999.99,], 
COOP:055881,NEDERLAND 5 NNW CO US,20010201 01:00,999.99,[, 
COOP:055881,NEDERLAND 5 NNW CO US,20010201 06:00,999.99,], 
COOP:055881,NEDERLAND 5 NNW CO US,20010203 10:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010203 15:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010204 05:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010205 19:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010205 22:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010207 02:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010210 13:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010213 20:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010214 05:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010221 11:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010221 20:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010222 07:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010227 09:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010227 14:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010228 13:00,999.99,[, 
COOP:055881,NEDERLAND 5 NNW CO US,20010301 00:00,999.99,], 
COOP:055881,NEDERLAND 5 NNW CO US,20010301 01:00,0.0,g, 
COOP:055881,NEDERLAND 5 NNW CO US,20010306 20:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010307 17:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010310 07:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010310 09:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010310 11:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010310 16:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010311 02:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010311 15:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010312 01:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010314 12:00,0.2, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010314 14:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010316 06:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010316 21:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010317 03:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010317 06:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010317 18:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010318 13:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010323 15:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010325 00:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010325 19:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010325 22:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010325 23:00,0.2, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010326 01:00,0.2, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010326 02:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010326 10:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010327 13:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010328 22:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010329 12:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010329 17:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010329 18:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010329 19:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010330 06:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010330 11:00,999.99,[, 
COOP:055881,NEDERLAND 5 NNW CO US,20010401 00:00,999.99,], 
COOP:055881,NEDERLAND 5 NNW CO US,20010401 01:00,999.99,[, 
COOP:055881,NEDERLAND 5 NNW CO US,20010501 00:00,999.99,], 
COOP:055881,NEDERLAND 5 NNW CO US,20010501 01:00,0.0,g, 
COOP:055881,NEDERLAND 5 NNW CO US,20010501 11:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010502 02:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010502 03:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010502 04:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010502 05:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010502 06:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010502 12:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010502 15:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010503 00:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010503 07:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010503 10:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010503 13:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010503 16:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010503 20:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010504 00:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010504 13:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010504 15:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010504 17:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010504 19:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010504 20:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010504 22:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010505 00:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010505 04:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010505 06:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010505 07:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010505 08:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010505 10:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010505 22:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010506 10:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010511 12:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010514 12:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010517 13:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010517 14:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010517 17:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010517 18:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010517 20:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010518 10:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010519 17:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010520 19:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010520 20:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010520 21:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010520 22:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010521 06:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010526 12:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010527 02:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010527 19:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010529 10:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010601 01:00,999.99,[, 
COOP:055881,NEDERLAND 5 NNW CO US,20010601 04:00,999.99,], 
COOP:055881,NEDERLAND 5 NNW CO US,20010604 05:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010613 11:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010615 10:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010624 14:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010624 21:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010626 15:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010626 16:00,0.1, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010629 14:00,0.2, , 
COOP:055881,NEDERLAND 5 NNW CO US,20010701 01:00,0.0,g, 
COOP:055881,NEDERLAND 5 NNW CO US,20010702 13:00,999.99,[, 
COOP:055881,NEDERLAND 5 NNW CO US,20010702 15:00,999.99,], 
